sensor_id,date,timestamp,quartier,temperature,humidite,pression
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.376000,Bonapriso,27.34,77.22,1013.18
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.376000,Logbaba,29.85,87.09,1012.75
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.377000,Akwa,26.49,82.86,1012.25
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.377000,Bonanjo,26.6,78.2,1011.72
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.377000,Deido,28.71,84.72,1013.68
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.377000,Bepanda,29.48,77.31,1012.15
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.377000,Makepe,29.21,83.25,1014.2
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.377000,New Bell,30.61,89.96,1014.97
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.377000,Bonapriso,27.26,77.47,1014.25
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.377000,Logbaba,28.88,86.02,1009.88
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.377000,Cite SIC,29.45,82.3,1013.0
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.377000,Kotto,28.64,82.07,1009.53
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.378000,Bonapriso,24.81,77.76,1010.62
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.403000,Akwa,28.41,78.77,1014.9
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.403000,Bonanjo,27.7,74.78,1009.7
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.403000,New Bell,30.21,83.41,1013.96
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.403000,Bonapriso,27.21,77.55,1013.19
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.403000,Logbaba,30.3,83.46,1013.11
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.403000,Cite SIC,28.08,85.11,1010.74
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.403000,Kotto,29.49,86.02,1014.2
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.404000,Akwa,28.22,82.37,1014.61
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.404000,Deido,28.51,84.61,1011.88
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.404000,Makepe,28.66,76.24,1011.57
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.404000,New Bell,30.71,87.91,1012.66
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.404000,Bonapriso,26.65,75.96,1012.04
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.404000,Logbaba,29.79,85.83,1013.95
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.404000,Cite SIC,28.51,77.77,1012.19
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.404000,Kotto,28.33,82.59,1013.25
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.405000,Deido,28.6,80.64,1012.87
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.405000,Makepe,28.19,79.68,1011.39
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.405000,New Bell,29.9,88.81,1013.87
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.405000,Bonapriso,26.36,75.5,1014.04
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.405000,Logbaba,29.84,86.64,1012.69
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.405000,Kotto,28.56,84.08,1014.47
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.420000,Deido,28.06,77.55,1014.84
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.420000,Makepe,29.16,78.13,1011.74
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.421000,Akwa,27.32,75.63,1015.0
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.421000,Bonanjo,25.6,72.59,1013.09
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.421000,Deido,26.75,83.28,1012.62
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.421000,Bepanda,29.05,85.96,1010.84
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.421000,Makepe,29.42,83.65,1014.88
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.421000,New Bell,30.39,87.82,1013.39
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.421000,Bonapriso,26.54,75.25,1014.96
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.421000,Logbaba,29.9,81.1,1009.49
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.421000,Cite SIC,29.78,83.99,1008.3
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.422000,Akwa,26.8,77.47,1011.59
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.422000,Bonanjo,25.62,75.59,1012.69
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.422000,Deido,28.39,83.4,1011.66
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.422000,Bepanda,29.41,86.36,1010.24
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.422000,Makepe,29.08,78.61,1012.74
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.422000,Logbaba,30.18,87.38,1013.8
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.422000,Cite SIC,29.45,83.32,1014.76
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.422000,Kotto,29.02,88.54,1010.41
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.423000,Akwa,28.12,76.94,1009.41
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.423000,Bonanjo,27.09,79.34,1010.41
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.423000,New Bell,28.96,84.47,1012.4
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.423000,Bonapriso,25.38,74.81,1013.34
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.423000,Logbaba,29.06,86.61,1010.21
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.423000,Kotto,27.81,80.41,1010.91
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.441000,Akwa,27.69,77.61,1014.02
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.441000,Deido,28.86,77.63,1008.6
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.441000,Bepanda,29.59,85.68,1012.29
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.441000,Makepe,29.39,81.28,1011.76
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.441000,New Bell,28.08,84.22,1013.01
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.441000,Bonapriso,27.05,77.82,1012.44
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.441000,Logbaba,30.48,80.2,1014.87
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.441000,Cite SIC,28.51,77.6,1012.24
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.441000,Kotto,29.32,87.45,1011.48
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.442000,Akwa,28.08,80.55,1012.75
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.442000,Bonanjo,26.17,77.93,1012.37
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.442000,Bepanda,28.4,81.88,1012.45
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.442000,Makepe,27.02,77.12,1009.94
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.442000,New Bell,28.72,83.19,1010.95
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.442000,Bonapriso,24.67,73.04,1010.68
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.442000,Logbaba,29.38,83.11,1012.34
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.442000,Cite SIC,29.73,83.93,1010.58
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.442000,Kotto,29.87,81.39,1012.95
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.443000,Akwa,26.6,77.93,1014.0
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.443000,Deido,28.56,80.47,1014.85
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.443000,Bepanda,29.27,78.84,1014.75
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.443000,Makepe,29.45,77.67,1008.95
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.443000,New Bell,28.68,88.71,1012.14
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.443000,Bonapriso,27.17,77.18,1014.15
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.443000,Logbaba,30.27,86.15,1013.19
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.443000,Cite SIC,28.01,78.78,1013.55
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.443000,Kotto,28.07,79.11,1010.03
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.444000,New Bell,29.29,89.68,1009.37
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.444000,Bonapriso,27.26,69.18,1012.06
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.444000,Kotto,28.27,81.73,1008.87
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.459000,Bonanjo,26.44,72.78,1008.41
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.459000,Bepanda,29.59,85.04,1013.82
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.459000,Makepe,29.31,83.99,1014.54
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.459000,New Bell,29.24,89.67,1013.28
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.459000,Bonapriso,27.46,76.65,1010.21
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.459000,Cite SIC,29.6,78.55,1014.6
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.460000,Akwa,28.2,79.53,1012.71
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.460000,Bonanjo,26.24,73.45,1013.64
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.460000,Deido,27.02,75.55,1014.11
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.460000,Bepanda,29.35,84.09,1011.67
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.460000,Makepe,28.43,77.15,1014.98
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.460000,New Bell,30.38,88.11,1013.17
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.460000,Bonapriso,27.19,75.5,1012.68
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.460000,Logbaba,27.55,78.59,1008.84
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.460000,Cite SIC,28.43,81.41,1012.56
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.460000,Kotto,29.64,88.81,1011.01
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.461000,Akwa,26.67,74.94,1011.74
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.461000,Bonanjo,26.28,72.64,1010.71
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.461000,Deido,27.58,80.98,1009.18
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.461000,Bepanda,28.07,85.16,1012.89
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.461000,Makepe,27.37,80.03,1008.31
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.461000,New Bell,29.65,88.71,1011.21
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.461000,Cite SIC,28.37,82.76,1012.56
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.461000,Kotto,29.82,87.73,1010.46
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.462000,Akwa,28.31,76.96,1014.68
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.462000,Bonanjo,25.6,79.46,1008.17
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.462000,Deido,29.14,78.17,1011.29
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.462000,New Bell,29.98,84.54,1008.24
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.462000,Bonapriso,25.64,69.76,1009.34
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.462000,Cite SIC,29.65,85.92,1012.12
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.462000,Kotto,29.81,83.62,1009.36
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.482000,Bonanjo,26.24,77.59,1012.37
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.482000,Deido,28.94,84.64,1013.1
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.482000,Makepe,28.33,83.16,1014.45
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.482000,New Bell,30.42,85.79,1013.59
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.482000,Bonapriso,27.39,73.69,1011.01
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.482000,Logbaba,29.25,82.27,1011.59
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.482000,Cite SIC,28.93,84.82,1011.85
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.483000,Akwa,27.51,82.43,1013.06
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.483000,Bonanjo,27.56,76.17,1010.99
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.483000,Deido,28.62,83.95,1012.89
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.483000,Bepanda,27.45,86.89,1012.27
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.483000,New Bell,28.36,89.3,1013.66
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.483000,Bonapriso,26.76,75.29,1014.78
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.483000,Cite SIC,27.65,84.96,1013.47
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.483000,Kotto,29.51,84.33,1010.6
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.484000,Bonanjo,27.6,75.72,1011.27
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.484000,Bepanda,29.91,82.91,1014.51
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.484000,Makepe,26.56,77.55,1012.21
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.484000,New Bell,29.78,89.58,1012.27
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.484000,Bonapriso,26.59,71.85,1012.2
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.484000,Logbaba,28.84,81.13,1010.32
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.484000,Kotto,28.31,88.71,1014.5
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.506000,Akwa,27.33,73.96,1013.6
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.506000,Bonanjo,26.5,72.35,1013.35
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.506000,Deido,26.74,81.08,1012.2
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.506000,Makepe,27.44,77.51,1010.11
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.506000,Bonapriso,27.18,72.18,1011.3
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.506000,Logbaba,27.51,83.23,1010.15
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.507000,Akwa,28.19,82.92,1013.87
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.507000,Bonanjo,26.3,74.32,1010.97
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.507000,Deido,27.28,75.44,1012.99
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.507000,Bepanda,28.33,86.16,1013.74
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.507000,Makepe,29.26,83.23,1011.7
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.507000,Bonapriso,27.3,73.53,1012.27
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.507000,Cite SIC,28.37,84.27,1008.42
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.508000,Akwa,28.03,82.38,1013.46
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.508000,Bonanjo,27.78,79.38,1010.04
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.508000,Deido,28.36,84.5,1013.89
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.508000,Bepanda,29.96,80.28,1013.97
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.508000,New Bell,30.08,85.75,1010.32
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.508000,Bonapriso,26.61,70.45,1014.5
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.508000,Logbaba,29.73,84.85,1014.21
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.508000,Cite SIC,27.16,84.89,1014.98
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.508000,Kotto,29.47,87.8,1010.57
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.509000,Akwa,27.99,77.34,1012.03
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.509000,Bepanda,29.81,81.82,1011.79
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.509000,New Bell,29.24,88.11,1009.45
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.509000,Cite SIC,27.45,81.2,1010.71
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.525000,Makepe,27.43,83.96,1014.54
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.525000,Kotto,28.98,88.67,1014.87
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.526000,Akwa,26.81,82.57,1014.45
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.526000,Bonanjo,27.28,79.94,1014.23
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.526000,Deido,27.37,80.94,1013.55
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.526000,Makepe,27.22,79.62,1009.51
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.526000,Bonapriso,26.8,74.23,1014.56
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.526000,Logbaba,30.17,82.2,1013.54
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.526000,Cite SIC,29.49,81.96,1014.17
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.527000,Akwa,26.96,81.73,1012.42
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.527000,Bonanjo,25.4,78.74,1012.91
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.527000,Deido,27.47,82.87,1013.43
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.527000,Bepanda,28.51,86.73,1012.97
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.527000,New Bell,30.87,82.37,1014.92
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.527000,Logbaba,29.25,83.73,1012.94
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.527000,Cite SIC,29.47,82.55,1014.12
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.527000,Kotto,29.66,83.37,1013.43
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.528000,Akwa,27.2,79.59,1012.15
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.528000,Bonanjo,25.47,79.12,1012.26
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.528000,Deido,28.69,79.74,1012.39
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.528000,New Bell,30.96,87.77,1014.69
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.528000,Bonapriso,26.05,71.55,1012.92
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.528000,Logbaba,30.41,85.9,1011.18
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.528000,Cite SIC,29.02,85.07,1013.72
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.528000,Kotto,28.0,84.02,1009.92
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.541000,Deido,28.38,76.27,1013.95
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.541000,Cite SIC,29.28,83.79,1013.51
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.542000,Akwa,28.13,77.65,1013.2
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.542000,Bonanjo,27.53,75.81,1011.25
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.542000,Deido,28.52,82.86,1013.44
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.542000,Bepanda,28.82,84.29,1010.68
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.542000,New Bell,30.39,88.73,1012.81
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.542000,Bonapriso,27.33,76.78,1011.18
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.542000,Kotto,29.07,86.77,1014.73
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.543000,Akwa,26.96,81.59,1008.1
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.543000,Bonanjo,27.06,73.5,1013.13
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.543000,Makepe,29.02,82.09,1010.99
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.543000,New Bell,30.19,89.04,1012.76
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.543000,Bonapriso,25.64,72.38,1011.78
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.543000,Kotto,28.83,83.7,1013.03
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.544000,Akwa,26.81,80.11,1014.96
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.544000,Deido,28.91,84.19,1014.03
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.544000,Bepanda,30.09,84.56,1014.27
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.544000,New Bell,28.0,89.45,1008.64
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.544000,Logbaba,29.86,78.49,1010.83
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.544000,Cite SIC,28.41,82.69,1013.16
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.544000,Kotto,29.82,85.5,1010.12
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.545000,Deido,27.82,79.48,1010.28
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.545000,Bonapriso,25.03,73.81,1008.18
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.545000,Logbaba,28.35,82.35,1014.4
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.545000,Cite SIC,28.36,81.05,1014.28
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.545000,Kotto,28.12,82.07,1010.74
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.562000,Akwa,26.2,76.58,1012.71
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.562000,Bonanjo,26.69,77.56,1012.1
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.562000,Deido,29.11,79.75,1014.31
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.562000,Makepe,28.71,74.2,1012.36
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.562000,Bonapriso,25.11,68.98,1014.45
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.562000,Cite SIC,29.53,84.15,1010.04
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.563000,Akwa,27.78,74.84,1014.47
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.563000,Deido,29.16,79.36,1013.66
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.563000,Bepanda,29.13,84.99,1010.38
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.563000,Makepe,29.34,82.64,1010.62
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.563000,New Bell,29.1,86.24,1012.61
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.563000,Bonapriso,26.31,69.76,1013.51
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.563000,Logbaba,30.19,85.18,1010.94
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.563000,Cite SIC,29.58,76.54,1012.34
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.563000,Kotto,30.14,87.64,1013.55
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.564000,Akwa,28.12,79.17,1013.08
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.564000,Bonanjo,27.06,73.4,1012.7
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.564000,Deido,28.38,78.7,1008.46
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:59:45.564000,Bepanda,29.58,86.71,1010.37
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.564000,Makepe,27.74,83.53,1008.56
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.564000,New Bell,30.14,85.19,1014.0
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.564000,Bonapriso,27.47,78.0,1012.63
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.564000,Logbaba,28.35,83.51,1008.45
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.564000,Cite SIC,28.99,83.16,1014.87
SENSOR_KOTTO,2026-03-25,2026-03-25 02:59:45.564000,Kotto,27.87,86.65,1014.81
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.565000,Deido,28.71,81.34,1009.81
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:59:45.565000,Logbaba,30.06,87.6,1014.88
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.579000,Akwa,26.48,80.7,1014.5
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.579000,Makepe,27.06,77.85,1014.48
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:59:45.579000,New Bell,28.82,86.8,1010.29
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:59:45.579000,Bonapriso,25.47,77.59,1012.4
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:59:45.579000,Cite SIC,27.61,85.4,1014.71
SENSOR_AKWA,2026-03-25,2026-03-25 02:59:45.580000,Akwa,27.19,77.41,1013.47
SENSOR_BONANJO,2026-03-25,2026-03-25 02:59:45.580000,Bonanjo,27.5,72.51,1009.25
SENSOR_DEIDO,2026-03-25,2026-03-25 02:59:45.580000,Deido,29.01,82.94,1009.28
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:59:45.580000,Makepe,28.42,80.65,1012.39
